employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
1159,Procurement,region_2,Master's & above,f,other,1,37,3.0,3,0,72.0,0
19141,HR,region_32,Bachelor's,m,other,1,30,5.0,7,0,51.0,0
14262,Technology,region_23,Master's & above,m,sourcing,1,43,2.0,7,0,77.0,0
44397,Technology,region_29,Master's & above,f,other,1,31,3.0,5,0,81.0,0
32925,R&D,region_31,Master's & above,m,other,2,34,4.0,4,0,86.0,0
54216,Operations,region_2,Bachelor's,m,sourcing,1,45,4.0,18,0,,0
2732,Analytics,region_22,Master's & above,m,other,2,30,3.0,6,0,80.0,0
70028,Analytics,region_15,Bachelor's,m,sourcing,3,39,3.0,6,0,84.0,0
15431,Technology,region_17,Master's & above,m,other,1,34,5.0,5,0,81.0,0
36487,Technology,region_15,Master's & above,m,other,1,36,2.0,8,0,86.0,0
68345,Technology,region_26,Bachelor's,m,sourcing,1,25,4.0,3,0,80.0,0
11310,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,28,4.0,4,0,,0
5366,Finance,region_12,Bachelor's,m,other,1,31,2.0,5,0,60.0,0
73314,Procurement,region_2,Master's & above,f,other,1,49,5.0,7,0,73.0,0
11811,Technology,region_7,Master's & above,f,other,1,39,4.0,4,0,78.0,1
34277,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,49,3.0,19,0,50.0,0
48381,Procurement,region_22,Master's & above,f,sourcing,1,37,3.0,9,0,67.0,0
5108,Technology,region_26,Bachelor's,f,sourcing,1,38,2.0,5,0,79.0,0
77379,Operations,region_2,Bachelor's,m,other,1,38,4.0,10,0,59.0,0
3144,Sales & Marketing,region_22,Master's & above,m,sourcing,1,44,1.0,9,0,54.0,0
69095,Technology,region_22,Bachelor's,m,referred,1,30,4.0,2,0,84.0,0
26952,Analytics,region_13,Master's & above,m,other,1,34,2.0,6,0,86.0,0
36231,Finance,region_2,Below Secondary,m,sourcing,2,25,,1,0,60.0,0
34336,Operations,region_2,Master's & above,f,sourcing,2,34,5.0,7,0,,0
9431,Technology,region_22,Master's & above,f,sourcing,1,35,1.0,4,0,81.0,0
21346,Procurement,region_17,Bachelor's,f,other,1,38,2.0,4,0,65.0,0
49690,Procurement,region_26,Bachelor's,f,other,1,40,3.0,7,0,68.0,0
72435,Legal,region_2,Bachelor's,f,other,1,52,3.0,4,1,55.0,0
23578,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,60,2.0,12,0,48.0,0
41187,Sales & Marketing,region_27,Bachelor's,m,sourcing,6,27,,1,0,58.0,0
354,Operations,region_22,Bachelor's,m,other,1,32,2.0,5,0,62.0,0
58828,HR,region_26,Bachelor's,m,other,1,28,2.0,2,0,52.0,1
61780,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,28,1.0,3,0,52.0,0
7340,Operations,region_2,Master's & above,f,sourcing,2,51,5.0,16,0,62.0,0
41693,Sales & Marketing,region_2,Master's & above,m,sourcing,1,33,4.0,5,0,49.0,0
28187,Sales & Marketing,region_28,Master's & above,f,other,1,31,3.0,1,0,47.0,0
66834,Sales & Marketing,region_28,Bachelor's,m,other,1,26,2.0,3,0,54.0,0
60503,Sales & Marketing,region_29,Bachelor's,m,other,1,30,,1,0,47.0,0
8698,Operations,region_13,Bachelor's,f,sourcing,1,29,5.0,2,0,60.0,0
17176,Finance,region_6,Bachelor's,m,sourcing,3,31,4.0,3,0,65.0,0
29130,Operations,region_22,Bachelor's,m,sourcing,1,43,2.0,11,0,57.0,0
31275,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,32,1.0,6,0,47.0,0
27190,Operations,region_7,Bachelor's,m,sourcing,1,33,3.0,4,0,74.0,1
31822,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,30,1.0,3,0,48.0,0
34642,Sales & Marketing,region_2,,m,sourcing,1,23,,1,0,44.0,0
38439,Procurement,region_2,,f,sourcing,1,28,3.0,4,0,68.0,0
43073,HR,region_2,Master's & above,f,sourcing,1,43,5.0,11,0,51.0,0
58428,Operations,region_2,Bachelor's,m,other,1,44,4.0,15,0,55.0,0
64448,Analytics,region_22,Master's & above,f,other,1,33,3.0,2,0,84.0,0
15747,Sales & Marketing,region_29,Bachelor's,m,other,1,31,2.0,7,0,50.0,0
61038,Sales & Marketing,region_5,Master's & above,m,other,1,37,1.0,10,0,48.0,0
8229,Technology,region_7,Bachelor's,f,other,2,32,3.0,6,0,79.0,0
70844,Technology,region_16,Bachelor's,f,sourcing,1,37,3.0,11,0,79.0,0
26756,Sales & Marketing,region_27,Master's & above,m,sourcing,1,37,3.0,5,0,49.0,0
49548,Sales & Marketing,region_25,Bachelor's,m,other,1,28,,1,0,46.0,0
7348,Operations,region_4,Master's & above,m,sourcing,2,35,3.0,9,0,56.0,0
26805,Operations,region_32,Bachelor's,m,other,1,36,4.0,3,0,74.0,1
73742,Technology,region_7,Bachelor's,m,sourcing,2,39,3.0,5,0,78.0,0
58616,Operations,region_20,Bachelor's,f,other,1,30,5.0,5,0,56.0,0
12976,Operations,region_4,Bachelor's,f,other,1,26,3.0,5,0,60.0,0
32563,Sales & Marketing,region_22,Bachelor's,m,other,1,27,3.0,3,0,51.0,0
52952,Analytics,region_22,Bachelor's,m,referred,1,32,3.0,3,1,78.0,1
36491,Operations,region_26,Bachelor's,m,other,1,42,3.0,12,0,55.0,0
21474,Analytics,region_20,Bachelor's,m,sourcing,1,30,,1,0,84.0,0
33441,R&D,region_4,Bachelor's,m,sourcing,1,35,5.0,7,0,89.0,0
26205,Technology,region_27,Bachelor's,m,other,1,28,2.0,2,0,79.0,0
54395,HR,region_2,Bachelor's,f,sourcing,1,27,5.0,5,0,46.0,0
645,Operations,region_7,Master's & above,f,sourcing,1,38,3.0,9,0,62.0,0
68530,Operations,region_9,,m,sourcing,1,27,3.0,2,0,65.0,0
48281,Operations,region_15,Master's & above,m,sourcing,1,43,2.0,3,0,59.0,0
22848,Sales & Marketing,region_2,Master's & above,f,sourcing,1,34,5.0,9,0,49.0,0
37822,Technology,region_2,Master's & above,m,other,1,38,3.0,8,0,77.0,0
41650,Operations,region_27,Bachelor's,f,sourcing,1,25,1.0,2,0,57.0,0
604,Technology,region_26,Bachelor's,m,other,1,35,1.0,6,0,77.0,1
3290,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,29,1.0,5,0,48.0,0
51109,Sales & Marketing,region_26,Bachelor's,m,other,1,40,1.0,6,0,55.0,0
4616,Technology,region_27,Bachelor's,f,sourcing,1,35,1.0,4,0,83.0,0
16149,Analytics,region_22,Bachelor's,m,other,1,34,3.0,3,0,89.0,1
39486,Procurement,region_2,Bachelor's,f,sourcing,1,37,1.0,2,0,64.0,0
52062,R&D,region_11,Master's & above,m,sourcing,1,29,3.0,2,0,84.0,0
15240,Technology,region_8,Master's & above,m,other,1,39,1.0,8,0,77.0,0
44620,Procurement,region_17,Bachelor's,m,sourcing,1,50,3.0,8,0,71.0,0
36260,HR,region_22,Bachelor's,f,sourcing,1,25,5.0,2,0,47.0,0
495,Sales & Marketing,region_27,Bachelor's,m,other,1,40,2.0,10,0,49.0,0
20877,Sales & Marketing,region_4,Bachelor's,f,other,1,30,3.0,8,0,50.0,1
46802,Procurement,region_20,Bachelor's,f,other,1,33,2.0,3,0,69.0,1
57617,Procurement,region_28,Bachelor's,f,other,1,32,3.0,3,0,70.0,0
58022,Technology,region_22,Master's & above,m,sourcing,1,39,2.0,7,0,78.0,0
38042,Operations,region_4,Bachelor's,m,other,1,52,4.0,10,0,60.0,0
14067,Procurement,region_7,Bachelor's,f,other,1,29,5.0,4,0,72.0,1
76377,Operations,region_2,Bachelor's,m,sourcing,1,48,5.0,17,0,58.0,0
61192,Technology,region_16,Bachelor's,m,other,2,38,1.0,8,0,81.0,0
40611,Sales & Marketing,region_26,Bachelor's,m,other,1,44,3.0,10,0,49.0,0
44100,Sales & Marketing,region_7,Master's & above,m,sourcing,1,42,5.0,11,0,54.0,1
66950,Sales & Marketing,region_2,,m,other,1,29,4.0,2,0,47.0,0
396,Procurement,region_4,Master's & above,f,other,1,34,4.0,7,0,70.0,0
74313,Sales & Marketing,region_30,Master's & above,m,other,1,39,4.0,8,0,47.0,0
21865,Sales & Marketing,region_2,Master's & above,f,sourcing,1,38,2.0,8,0,51.0,0
3116,Technology,region_33,Bachelor's,m,other,1,47,3.0,16,0,80.0,0
3473,Operations,region_16,Bachelor's,m,other,1,29,3.0,3,0,66.0,0
35975,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,36,2.0,7,0,50.0,0
35722,Technology,region_2,Bachelor's,m,sourcing,1,29,1.0,6,0,77.0,0
47118,HR,region_2,Master's & above,m,other,1,34,3.0,7,0,55.0,0
62522,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,28,,1,0,47.0,0
53497,Technology,region_26,Bachelor's,m,other,2,27,3.0,1,0,77.0,0
77337,HR,region_6,Bachelor's,m,other,1,29,1.0,3,0,51.0,0
31700,Procurement,region_17,Master's & above,f,other,1,36,3.0,4,0,81.0,1
22486,Sales & Marketing,region_14,Bachelor's,f,sourcing,1,29,4.0,3,0,52.0,0
74603,Analytics,region_22,Bachelor's,m,sourcing,2,28,,1,0,89.0,0
2367,Analytics,region_13,Bachelor's,m,other,1,26,3.0,4,0,85.0,0
31495,Procurement,region_2,Below Secondary,f,other,3,22,,1,0,66.0,0
61087,Analytics,region_15,Master's & above,m,other,3,35,5.0,3,0,86.0,0
21568,Technology,region_2,Bachelor's,f,referred,1,49,5.0,6,0,80.0,0
12721,Technology,region_22,Bachelor's,m,sourcing,1,33,5.0,2,0,79.0,0
47809,Sales & Marketing,region_2,Bachelor's,m,referred,1,30,,1,0,50.0,0
63126,Operations,region_22,Master's & above,m,other,1,43,4.0,3,0,59.0,0
53147,Sales & Marketing,region_4,Bachelor's,m,other,1,44,4.0,12,0,50.0,0
8926,Sales & Marketing,region_31,,m,sourcing,1,25,4.0,3,0,47.0,0
35744,Sales & Marketing,region_28,,m,other,1,25,4.0,3,0,64.0,1
49438,Sales & Marketing,region_2,Bachelor's,m,other,3,53,3.0,12,0,50.0,0
58990,Operations,region_26,Master's & above,m,other,1,36,3.0,9,0,62.0,0
8245,Procurement,region_7,Master's & above,f,sourcing,2,50,5.0,13,0,69.0,0
73359,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,31,4.0,4,0,48.0,0
33382,Sales & Marketing,region_22,Bachelor's,m,other,2,36,1.0,4,0,49.0,0
63931,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,24,1.0,2,0,48.0,0
71831,R&D,region_4,Master's & above,m,other,1,32,5.0,5,0,78.0,0
70222,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,51,1.0,13,0,51.0,0
34877,Analytics,region_29,Bachelor's,m,sourcing,1,29,5.0,3,0,87.0,0
25881,Finance,region_4,Bachelor's,m,sourcing,1,29,,1,0,55.0,0
24309,Legal,region_2,Bachelor's,f,other,1,32,,1,0,63.0,0
54981,Operations,region_15,Bachelor's,f,other,2,42,5.0,5,0,,1
63754,Analytics,region_31,,m,other,1,26,5.0,2,0,87.0,0
45323,Procurement,region_21,Bachelor's,m,sourcing,3,43,5.0,2,0,70.0,0
51739,Analytics,region_22,Bachelor's,m,other,1,31,3.0,4,0,85.0,0
30028,Procurement,region_2,Bachelor's,f,other,1,46,1.0,5,0,68.0,0
47808,Sales & Marketing,region_4,Bachelor's,m,other,1,38,4.0,6,0,46.0,0
65957,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,33,4.0,7,0,51.0,0
70386,Operations,region_17,Bachelor's,m,sourcing,1,33,5.0,3,0,63.0,0
53048,Analytics,region_31,,m,other,1,27,,1,0,91.0,0
27292,Analytics,region_2,Bachelor's,f,other,1,30,4.0,5,0,91.0,0
4733,Technology,region_16,Bachelor's,f,other,2,28,3.0,3,0,82.0,0
12469,Procurement,region_15,Bachelor's,m,other,1,44,5.0,5,0,72.0,0
21782,Operations,region_14,Bachelor's,m,other,2,37,3.0,3,0,,0
31205,Operations,region_2,,f,sourcing,1,37,3.0,9,0,,0
15463,Technology,region_2,Bachelor's,f,sourcing,1,50,3.0,23,0,80.0,0
43446,Technology,region_17,Bachelor's,m,other,1,36,4.0,5,0,78.0,1
47275,Sales & Marketing,region_18,Bachelor's,m,other,1,28,3.0,2,0,47.0,0
33152,Analytics,region_7,Bachelor's,m,other,3,28,5.0,5,0,80.0,0
76654,Finance,region_22,Bachelor's,f,other,1,28,5.0,5,0,57.0,0
35011,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,,1,0,47.0,0
7977,Legal,region_2,Bachelor's,m,sourcing,1,30,,1,0,63.0,0
66052,Operations,region_7,Bachelor's,f,other,2,43,4.0,5,0,62.0,0
34124,Technology,region_13,Bachelor's,m,other,1,49,3.0,16,0,78.0,0
77800,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,35,3.0,10,0,49.0,0
66596,Sales & Marketing,region_25,,m,other,1,26,,1,0,51.0,0
62981,Sales & Marketing,region_30,Bachelor's,m,other,1,33,3.0,8,0,48.0,0
77405,Operations,region_7,Master's & above,m,sourcing,1,35,5.0,9,0,65.0,0
22628,Technology,region_16,Master's & above,f,other,1,39,3.0,10,0,81.0,0
72780,Technology,region_7,Master's & above,m,other,1,34,4.0,3,0,81.0,0
24725,Analytics,region_15,Bachelor's,m,sourcing,1,36,5.0,5,0,79.0,0
71493,Technology,region_2,Bachelor's,m,sourcing,2,44,5.0,7,0,78.0,0
47127,Analytics,region_34,Bachelor's,m,other,1,29,3.0,3,0,87.0,0
22514,Sales & Marketing,region_13,Master's & above,m,sourcing,1,47,5.0,11,0,50.0,0
33769,Technology,region_4,Bachelor's,m,other,1,30,5.0,3,0,77.0,1
8865,Sales & Marketing,region_4,Bachelor's,m,other,1,40,3.0,4,0,52.0,0
47490,Operations,region_7,Master's & above,f,sourcing,1,47,3.0,20,0,63.0,0
28656,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,27,4.0,4,0,48.0,0
42189,Operations,region_7,Bachelor's,f,other,1,46,3.0,8,0,57.0,0
27247,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,55,5.0,5,0,53.0,0
59148,Sales & Marketing,region_17,Bachelor's,m,other,1,40,1.0,10,0,48.0,0
49815,Sales & Marketing,region_7,,m,other,1,40,3.0,4,0,52.0,0
14961,Technology,region_13,Bachelor's,m,sourcing,1,28,3.0,5,0,77.0,0
64194,Procurement,region_2,Bachelor's,f,other,1,40,5.0,11,0,73.0,0
8828,Analytics,region_7,Bachelor's,m,other,2,32,3.0,7,0,85.0,0
75820,Sales & Marketing,region_10,Master's & above,m,other,1,53,3.0,14,0,51.0,0
64730,Sales & Marketing,region_29,Bachelor's,m,other,1,33,1.0,4,0,50.0,0
18409,Analytics,region_28,Bachelor's,m,sourcing,3,28,,1,0,78.0,0
60659,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,45,4.0,12,0,47.0,0
18637,Operations,region_13,Bachelor's,f,other,2,30,3.0,5,0,53.0,0
29215,Sales & Marketing,region_13,Bachelor's,m,other,1,32,5.0,8,0,51.0,0
20766,Analytics,region_7,Bachelor's,m,sourcing,2,32,3.0,6,0,84.0,0
26801,Technology,region_14,Bachelor's,f,other,1,41,3.0,5,0,75.0,0
35433,Procurement,region_2,Bachelor's,f,other,1,46,4.0,16,0,74.0,0
36420,Procurement,region_22,Bachelor's,m,sourcing,1,28,,1,0,72.0,0
15756,Analytics,region_2,Bachelor's,m,sourcing,1,39,4.0,9,0,81.0,0
45663,Operations,region_4,Master's & above,m,other,1,37,3.0,4,0,56.0,0
28674,Procurement,region_15,Master's & above,m,other,1,37,3.0,7,0,70.0,0
58227,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,36,4.0,4,0,54.0,0
31260,Technology,region_13,Master's & above,m,other,1,53,4.0,17,0,81.0,0
72069,Technology,region_26,Bachelor's,m,sourcing,1,30,1.0,3,0,77.0,0
27470,Legal,region_34,Bachelor's,m,other,1,27,3.0,3,0,63.0,0
6751,Sales & Marketing,region_28,Master's & above,m,other,1,36,3.0,2,0,,1
9055,Operations,region_2,Bachelor's,f,other,1,47,3.0,17,0,55.0,0
63769,Operations,region_23,Master's & above,f,other,1,41,5.0,13,0,62.0,0
64022,Operations,region_22,Below Secondary,m,other,1,25,3.0,3,0,55.0,0
25561,Technology,region_14,Master's & above,f,sourcing,1,34,3.0,8,0,78.0,0
5153,Analytics,region_29,Bachelor's,m,sourcing,1,33,1.0,2,0,87.0,0
72086,Analytics,region_31,Bachelor's,m,other,4,37,3.0,12,0,83.0,0
54208,Sales & Marketing,region_15,,m,other,1,36,4.0,4,0,51.0,0
47102,Operations,region_29,Bachelor's,m,other,1,40,4.0,5,0,54.0,0
38355,Operations,region_7,Bachelor's,m,other,1,46,4.0,5,0,62.0,0
73959,HR,region_2,Below Secondary,f,sourcing,1,20,,1,0,47.0,0
66032,Analytics,region_2,Bachelor's,m,other,2,37,3.0,3,0,82.0,0
63455,Finance,region_15,Master's & above,m,other,1,35,3.0,4,0,63.0,0
36293,Technology,region_26,Master's & above,m,sourcing,1,39,5.0,5,0,77.0,0
44592,R&D,region_2,Bachelor's,m,sourcing,1,35,3.0,7,0,86.0,0
77608,Operations,region_1,Bachelor's,f,sourcing,1,36,5.0,8,0,53.0,0
46849,Sales & Marketing,region_3,Bachelor's,m,other,1,32,5.0,5,0,47.0,1
59614,Sales & Marketing,region_25,Bachelor's,m,other,1,27,,1,0,53.0,0
34529,Technology,region_13,Bachelor's,m,other,1,26,4.0,2,0,78.0,0
6428,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,1.0,5,0,50.0,0
51366,Analytics,region_30,Bachelor's,m,other,1,26,5.0,2,0,82.0,0
61405,Technology,region_2,Master's & above,m,other,1,41,5.0,7,0,75.0,0
12122,HR,region_32,Bachelor's,f,sourcing,1,29,3.0,5,0,50.0,0
16458,Operations,region_4,Bachelor's,f,sourcing,1,39,5.0,9,0,,1
986,Technology,region_26,Bachelor's,f,sourcing,1,26,,1,0,79.0,0
60410,Technology,region_15,Bachelor's,f,other,1,31,3.0,5,0,82.0,0
63152,Operations,region_27,Bachelor's,f,other,2,29,5.0,5,0,58.0,0
75043,Operations,region_34,Bachelor's,m,other,1,31,3.0,6,0,58.0,0
30185,Sales & Marketing,region_30,Master's & above,m,other,3,44,1.0,7,0,40.0,0
45724,Technology,region_2,Master's & above,f,sourcing,1,39,3.0,9,0,78.0,0
37445,Sales & Marketing,region_31,Master's & above,m,sourcing,1,51,3.0,12,0,47.0,0
54561,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,34,5.0,10,0,51.0,0
62703,Procurement,region_2,Bachelor's,m,other,6,28,3.0,3,0,71.0,0
42648,Analytics,region_29,Bachelor's,m,sourcing,1,30,3.0,2,0,81.0,0
710,Analytics,region_22,Bachelor's,m,other,1,28,,1,0,86.0,1
27439,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,3.0,2,0,52.0,0
44281,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,35,4.0,5,0,46.0,0
74186,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,42,2.0,7,0,,0
1060,Operations,region_2,Bachelor's,m,sourcing,1,57,3.0,14,0,,0
67881,Operations,region_22,Bachelor's,m,sourcing,1,27,1.0,4,0,59.0,0
26623,Procurement,region_2,Bachelor's,f,sourcing,3,39,3.0,10,0,73.0,0
28831,Technology,region_31,Bachelor's,f,sourcing,1,36,3.0,7,0,79.0,0
63028,Sales & Marketing,region_7,Master's & above,m,sourcing,1,42,3.0,2,0,49.0,0
56269,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,39,3.0,5,0,51.0,0
50281,Finance,region_2,Bachelor's,f,sourcing,1,52,5.0,8,0,59.0,0
26129,Sales & Marketing,region_22,Bachelor's,m,referred,1,29,3.0,2,0,55.0,1
56744,Procurement,region_2,Bachelor's,m,sourcing,2,31,4.0,7,0,67.0,0
20115,Operations,region_2,Bachelor's,f,other,1,52,4.0,4,0,60.0,0
66872,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,39,4.0,7,0,50.0,0
10420,Operations,region_22,Bachelor's,f,other,1,31,3.0,2,0,58.0,0
9376,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,36,3.0,13,0,52.0,0
9644,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,30,3.0,5,0,46.0,0
6104,Operations,region_22,Bachelor's,m,sourcing,1,27,5.0,4,0,68.0,1
12,Technology,region_31,Bachelor's,m,other,1,24,3.0,2,0,77.0,0
34428,Technology,region_7,Master's & above,f,other,1,41,4.0,8,1,93.0,1
15349,Procurement,region_2,Bachelor's,f,other,1,50,3.0,4,0,69.0,0
64999,Sales & Marketing,region_2,Bachelor's,m,other,3,45,3.0,16,0,51.0,0
77686,Sales & Marketing,region_15,Bachelor's,m,other,1,45,5.0,7,0,49.0,0
54502,Operations,region_23,Bachelor's,m,other,1,32,4.0,7,0,54.0,0
44396,Procurement,region_2,Master's & above,m,sourcing,2,46,3.0,13,0,75.0,0
